stop_id,stop_code,stop_name,stop_lat,stop_lon
3065,326204,"Zaprężyn",51.2512389300,17.1917634700
3066,326210,"Skała",51.2619351600,17.2365789900
3067,326209,"Skała",51.2622359900,17.2362417500
3069,23312,"Witkowska",51.1484043200,16.9889220200
3070,23313,"Witkowska",51.1476971300,16.9885244600
3073,26329,"Husarska",51.0601287200,17.0020983500
3074,26330,"Husarska",51.0602018500,17.0012068000
3075,911917,"Brzezina - Kościół",51.2020800400,16.8335489900
3076,18738,"Wojanowska",51.1547186300,16.8939071700
3077,18737,"Wojanowska",51.1549616900,16.8947096600
3078,18739,"WOJANOWSKA (pętla)",51.1556666500,16.8990897200
3102,21112,"PETRUSEWICZA",51.0923060000,17.0307410000
3103,21111,"PETRUSEWICZA",51.0918588100,17.0305786900
3104,21126,"PETRUSEWICZA",51.0920840000,17.0318030000
3105,21153,"PETRUSEWICZA",51.0917530000,17.0320600000
3106,21130,"PETRUSEWICZA",51.0918600000,17.0330050000
3107,21160,"PETRUSEWICZA",51.0914570000,17.0327200800
3109,25119,"Opolska",51.0649503500,17.0973266400
3110,25120,"Opolska",51.0655358300,17.0968956500
3111,17317,"Zagony",51.1005416500,16.9415971600
3115,21143,"Kamienna (Widna)",51.0862699700,17.0448769600
3116,17511,"Strachowice General Aviation",51.1050111500,16.8990643000
3123,23522,"POŚWIĘTNE",51.1506673900,17.0289560400
3124,23521,"POŚWIĘTNE",51.1514117300,17.0292892100
3125,23022,"POŚWIĘTNE",51.1502082200,17.0287050100
3127,12114,"Centrum Zarządzania Kryzysowego",51.1146291900,16.9722976100
3128,12113,"Centrum Zarządzania Kryzysowego",51.1146256000,16.9718827800
3129,23515,"ŚWINIARY",51.1966424700,16.9751508600
3130,18525,"RĘDZIŃSKA",51.1573876700,16.9488763700
3131,12738,"KOZANÓW",51.1373875700,16.9688367700
3132,21152,"TARNOGAJ",51.0785975300,17.0639382600
3133,21154,"TARNOGAJ",51.0786695200,17.0643093200
3134,25309,"BROCHÓW",51.0589129900,17.0872856600
3135,23734,"PL. DANIŁOWSKIEGO",51.1384677800,17.0586282800
3136,18714,"PRACZE ODRZAŃSKIE",51.1747050400,16.9066019500
3137,18385,"LEŚNICA",51.1447905900,16.8714251300
3138,11313,"KRZYKI",51.0748550000,17.0062318900
3139,11314,"KRZYKI",51.0749540900,17.0063847900
3140,17119,"CENTRUM HURTU UL. GIEŁDOWA",51.0681134100,16.9695234600
3141,11339,"DWORZEC GŁ. PKP",51.0994100000,17.0334990000
3142,10121,"GALERIA DOMINIKAŃSKA",51.1089157400,17.0399095500
3143,23181,"ZAWALNA",51.1343026500,17.0372263100
3144,23710,"KOSZAROWA (Szpital)",51.1416629600,17.0647761500
3145,23730,"SOŁTYSOWICE",51.1551703700,17.0644222100
3146,10500,"PL. JANA PAWŁA II",51.1127054600,17.0206180600
3182,11730,"OPORÓW",51.0841680000,16.9713360000
3184,87119,"CENTRUM HURTU UL. GIEŁDOWA",51.0682000000,16.9693370000
3185,87511,"Strachowice General Aviation",51.1061524532,16.8976760513
3186,87509,"Zarembowicza",51.1089723657,16.8982330733
3195,29137,"MULICKA",51.1450600000,17.1168390000
3196,29100,"MULICKA",51.1453306200,17.1166607300
3199,11614,"OPORÓW",51.0843100000,16.9720010000
3207,227907,"Psary - Parkowa",51.1845100000,17.0412270000
3208,227908,"Psary - Parkowa",51.1847500000,17.0404500000
3209,23128,"Wołowska",51.1484230800,17.0302276200
3214,23020,"Wołowska",51.1481479500,17.0298805600
3215,23019,"Wołowska",51.1473691300,17.0302713100
3216,23127,"Wołowska",51.1473036700,17.0298673900
3217,12732,"KOZANÓW (Dokerska)",51.1413776200,16.9638668800
3218,12733,"KOZANÓW (Dokerska)",51.1415645500,16.9635930000
3219,18106,"Kamiennogórska (Ośrodek dla niewidomych)",51.1424931800,16.9007395500
3221,18148,"Małopolska (Ośrodek dla niewidomych)",51.1374574800,16.8988858100
3222,18147,"Małopolska (Ośrodek dla niewidomych)",51.1378757500,16.8977163500
3223,11363,"Weigla (Szptal)",51.0764489300,17.0176764900
3224,11364,"Weigla (Szptal)",51.0773993700,17.0191201400
3225,24130,"Kowalska 56",51.1364754100,17.0974021900
3226,25517,"Opatowicka nr 59",51.0950859000,17.1159210000
3227,18006,"Kamiennogórska (Ośrodek dla niewidomych)",51.1424933800,16.9000487100
3228,18005,"Kamiennogórska (Ośrodek dla niewidomych)",51.1426287900,16.8997251000
3229,11237,"Weigla (Szptal)",51.0769704300,17.0183623200
3230,11238,"Weigla (Szptal)",51.0767667200,17.0183333200
3231,18149,"Kamiennogórska (Ośrodek dla niewidomych)",51.1425993300,16.8997371700
3232,18150,"Małopolska (Ośrodek dla niewidomych)",51.1376960800,16.8987096800
3233,17125,"Jutrzenki",51.0764982000,16.9775773700
3235,17300,"Muchobór Wielki (Roślinna)",51.1022995700,16.9441748400
3239,24120,"KOWALE",51.1289588800,17.1016547400
3240,24119,"KOWALE",51.1289633300,17.1018384000
3244,29545,"Odolanowska",51.1659900000,17.1295520000
3245,29546,"Odolanowska",51.1659900000,17.1293680000
3246,29544,"Odrodzenia Polski",51.1628800000,17.1274090000
3247,29543,"Odrodzenia Polski",51.1631200000,17.1275890000
3249,911928,"Wilkszyn - Graniczna",51.1993800000,16.8597490000
3251,18017,"Kosmonautów (Nowe Żerniki)",51.1391930000,16.9269190000
3252,18018,"Kosmonautów (Nowe Żerniki)",51.1390510000,16.9271760000
3253,18132,"Kosmonautów (Nowe Żerniki)",51.1396200000,16.9284420000
3254,18131,"Kosmonautów (Nowe Żerniki)",51.1396700000,16.9280630000
3255,17128,"TYNIECKA (pętla)",51.0759615900,16.9528937500
3256,17129,"Tyniecka",51.0721800000,16.9584270000
3259,24314,"9 Maja",51.1135437000,17.0910980000
3260,24209,"9 Maja",51.1136047100,17.0914420400
3261,24210,"9 Maja",51.1136691900,17.0911197100
3262,24313,"9 Maja",51.1135576300,17.0922856300
3264,20304,"Urząd Wojewódzki",51.1099125400,17.0476905200
3265,23103,"Serbska (C.K. Agora)",51.1338962000,17.0196455000
3266,123004,"Serbska (C.K. Agora)",51.1337097500,17.0201518000
3267,23004,"Serbska (C.K. Agora)",51.1336537900,17.0198858100
3268,23003,"Serbska (C.K. Agora)",51.1337895900,17.0194298200
3269,50000035,"ŻERNIKI WROCŁAWSKIE",51.0334200000,17.0557170000
3270,50000033,"Św. Katarzyna - stacja",51.0297100000,17.1222120000
3271,50000057,"MOKRY DWÓR",51.0710700000,17.1237490000
3272,50000062,"TRESTNO (pętla)",51.0747000000,17.1455110000
3273,51939001,"Żerniki Wr. - Kolejowa",51.0301500000,17.0623200000
3274,51938003,"Św. Katarzyna - Żernicka",51.0252500000,17.1132590000
3275,51938002,"Smardzów - Reja",51.0273300000,17.0834410000
3276,51938008,"Św. Katarzyna - Główna",51.0275000000,17.1168330000
3277,51938007,"Św. Katarzyna - Główna n ż",51.0319200000,17.1253240000
3278,51938010,"Św. Katarzyna - Główna n ż",51.0321000000,17.1256280000
3279,50094041,"Siechnice",51.0305100000,17.1409310000
3280,50000012,"Siechnice - Szkolna",51.0335820000,17.1472330000
3282,50000002,"Radwanice - Szkoła",51.0486200000,17.1156490000
3283,50094987,"Siechnice - CPN n ż",51.0391900000,17.1290610000
3284,50094045,"Siechnice - CPN n ż",51.0399500000,17.1278480000
3285,50094982,"Radwanice - Skrajna",51.0611900000,17.1013960000
3286,50000001,"Radwanice - Skrajna",51.0611900000,17.1012110000
3287,50094983,"Radwanice - Mickiewicza",51.0569100000,17.1059690000
3288,50094984,"Radwanice - Poprzeczna",51.0528900000,17.1102350000
3289,50094049,"Radwanice - Poprzeczna",51.0528900000,17.1100500000
3290,50094043,"Siechnice - Wiadukt",51.0357600000,17.1364420000
3291,50000053,"Starodworska",51.0738100000,17.1085530000
3292,50000054,"Starodworska",51.0738100000,17.1083680000
3293,50000055,"STARODWORSKA (ZUW)",51.0713800000,17.1167980000
3294,50395002,"Iwiny (Rondo)",51.0427700000,17.0605450000
3295,50395001,"Iwiny (Rondo)",51.0434200000,17.0602720000
3296,50000059,"Trestno",51.0758000000,17.1456490000
3297,50000060,"Trestno",51.0758000000,17.1454640000
3298,50000007,"Siechnice - Zacisze",51.0305400000,17.1503640000
3299,50094039,"Siechnice - Ogrodnictwo",51.0270100000,17.1460380000
3300,50000004,"SIECHNICE - OSIEDLE",51.0262100000,17.1546500000
3301,51938004,"Św. Katarzyna - Parkowa",51.0260800000,17.1075510000
3302,51939002,"Żerniki Wr. - Kolejowa",51.0302300000,17.0619780000
3303,51938001,"Smardzów - Reja",51.0273600000,17.0830990000
3304,51938006,"Św. Katarzyna - Żernicka",51.0252000000,17.1135730000
3305,51938005,"Św. Katarzyna - Główna",51.0283800000,17.1184370000
3306,50094988,"Siechnice - Wiadukt",51.0357600000,17.1362570000
3307,50094985,"Radwanice - Szkoła",51.0486200000,17.1154640000
3308,50094051,"Radwanice - Mickiewicza",51.0569100000,17.1057840000
3309,50000056,"STARODWORSKA (ZUW)",51.0712800000,17.1173540000
3310,50000017,"Siechnice - ZOZ",51.0372700000,17.1378360000
3311,50000016,"Siechnice - ZOZ",51.0372700000,17.1376520000
3312,50000010,"Siechnice - Szkolna",51.0338400000,17.1471450000
3313,50000011,"Siechnice - Szkolna",51.0338400000,17.1475140000
3314,50000003,"Siechnice",51.0297000000,17.1424310000
3315,50000006,"Siechnice - Zacisze",51.0305400000,17.1501800000
3316,50000005,"SIECHNICE - OSIEDLE",51.0262100000,17.1544650000
3317,50094989,"Siechnice",51.0299700000,17.1414140000
3318,50094047,"Radwanice - Dębowa",51.0442600000,17.1228670000
3319,50094986,"Radwanice - Dębowa",51.0442600000,17.1226830000
3320,50000045,"Łukaszowice",51.0158100000,17.0927570000
3321,50000046,"Łukaszowice",51.0160700000,17.0928330000
3322,51942001,"Groblice - Kolejowa",51.0128700000,17.1544510000
3323,51942002,"Groblice - Kolejowa",51.0131500000,17.1553980000
3324,51942003,"Zębice - Prusa",51.0117200000,17.1500260000
3325,51942004,"Zębice - Prusa",51.0119200000,17.1506950000
3326,50000021,"Zębice - Trzech Lip/Prusa",51.0093100000,17.1411440000
3327,50000022,"Zębice - Trzech Lip/Prusa",51.0094000000,17.1414870000
3328,50094810,"Siechnice - Ogrodnictwo",51.0270100000,17.1458540000
3329,50000019,"Siechnice - Staszica",51.0200700000,17.1524260000
3330,50000018,"Siechnice - Staszica",51.0200900000,17.1531530000
3331,50000030,"ZĘBICE - pętla",51.0103700000,17.1394040000
3332,50000029,"ZĘBICE - pętla",51.0105500000,17.1391310000
3334,50000031,"Sulimów",51.0106000000,17.1248810000
3336,51945004,"Św. Katarzyna - szpital",51.0188100000,17.1143940000
3339,50000042,"IWINY - pętla",51.0452600000,17.0717370000
3340,50000043,"Iwiny - Słoneczna",51.0437400000,17.0783200000
3341,50000020,"SIECHNICE - TIM",51.0206500000,17.1599690000
3342,50000015,"Siechnice - Elektrociepłownia",51.0367500000,17.1443570000
3343,50000014,"Siechnice - Elektrociepłownia",51.0367500000,17.1441720000
3344,50000044,"Iwiny - Polna",51.0470300000,17.0820530000
3345,50000041,"Iwiny - Brochowska",51.0405800000,17.0736210000
3346,50000008,"Siechnice - Gimnazjum",51.0363400000,17.1481090000
3347,50000009,"Siechnice - Gimnazjum",51.0363400000,17.1479240000
3348,50000039,"Biestrzyków - skrzyżowanie",51.0357300000,17.0430620000
3349,50000038,"Radomierzyce",51.0405100000,17.0458910000
3350,50000036,"Żerniki Wr. - Orla",51.0358500000,17.0579340000
3351,50000037,"Żerniki Wr. - Orla",51.0361500000,17.0582690000
3353,50000051,"Sulimów",51.0085200000,17.1244400000
3354,50000052,"Sulimów",51.0088700000,17.1245730000
3355,51943003,"Bogusławice",51.0081300000,17.1060830000
3356,51943004,"Bogusławice",51.0081300000,17.1053800000
3365,51933008,"Kotowice - Główna",51.0165000000,17.2238690000
3367,50000027,"Kotowice - Ogrodowa",51.0143600000,17.2226810000
3368,50000028,"Kotowice - Cmentarna",51.0136700000,17.2252630000
3369,50000040,"Iwiny - Kolejowa",51.0397000000,17.0740870000
3370,50000064,"BLIZANOWICE",51.0701100000,17.1572330000
3379,23725,"KOSZAROWA (Uniwersytet)",51.1404951600,17.0684798900
3380,24146,"Długosza",51.1355758100,17.0690750500
3381,24145,"Długosza",51.1363143000,17.0704444900
3382,44725,"Mydlana",51.1207700000,17.1204180000
3383,10241,"Narodowe Forum Muzyki",51.1075212900,17.0265848600
3384,10240,"Narodowe Forum Muzyki",51.1077284800,17.0269439000
3385,110241,"Narodowe Forum Muzyki",51.1074541600,17.0265977300
3386,17722,"Jarnołtowska (Samotworska)",51.1200838600,16.8502475600
3387,17719,"Jarnołtowska (Krzeptowska)",51.1202956100,16.8558288700
3388,17720,"Jarnołtowska (Krzeptowska)",51.1202335400,16.8565220700
3389,17721,"Jarnołtowska (Samotworska)",51.1201541300,16.8498842600
3390,50000066,"Św. Katarzyna - szkoła",51.0253310000,17.1144650000
3391,50000065,"Św. Katarzyna - szkoła",51.0254970000,17.1147820000
3392,17738,"Samotworska",51.1188100000,16.8477930000
3393,17737,"Samotworska",51.1191000000,16.8478040000
3394,51943002,"Ozorzyce-Krasińskiego",51.0071500000,17.0878080000
3395,51943001,"Ozorzyce-Krasińskiego",51.0071500000,17.0873770000
3396,51933002,"Groblice II-Kotowicka",51.0131300000,17.1576770000
3397,51933001,"Groblice II-Kotowicka",51.0133200000,17.1584270000
3398,51933006,"Kotowice II-Spacerowa/Leśna",51.0183100000,17.2184870000
3399,51933005,"Kotowice II-Spacerowa/Leśna",51.0184200000,17.2190840000
3402,716106,"Biskupice Podgórne LG Electronics",51.0216381000,16.8802786500
3403,716105,"Biskupice Podgórne Dong Seo/Dong Yang",51.0205353300,16.8795317100
3404,716103,"Biskupice Podgórne LG Innotek",51.0193731100,16.8784371100
3405,716102,"Biskupice Podgórne LG Chem",51.0182952200,16.8774735700
3406,716101,"Biskupice Podgórne LG Display",51.0169539200,16.8763474800
3409,20364,"DWORZEC GŁ. PKP",51.0992241900,17.0341040100
3410,17131,"Jordanowska",51.0787080000,16.9577690000
3411,44726,"Mydlana",51.1217530000,17.1197360000
3412,12539,"Bulwar Dedala",51.1267875000,16.9629985200
3413,23140,"Bałtycka (Szkolny)",51.1385991200,17.0288086600
3414,11354,"Sudecka",51.0856654900,17.0166093600
3415,29128,"Psie Pole (Rondo Lotników Polskich)",51.1472449300,17.1144662100
3416,12538,"Bulwar Dedala",51.1273515200,16.9639283500
3417,11353,"Sudecka",51.0844339100,17.0180651400
3418,11361,"Sudecka",51.0847899900,17.0189261000
3419,29115,"Psie Pole (Rondo Lotników Polskich)",51.1481929100,17.1174114300
3420,29130,"Psie Pole (Rondo Lotników Polskich)",51.1471111900,17.1166803100
3421,29129,"Psie Pole (Rondo Lotników Polskich)",51.1478260900,17.1148752300
3422,29135,"Psie Pole (Rondo Lotników Polskich)",51.1465900000,17.1153640000
3425,71951005,"Ślęza (ul. Przystankowa)",51.0374831000,16.9859783800
3426,71951006,"Ślęza (ul. Przystankowa)",51.0369970000,16.9847500000
3427,71951012,"Ślęza (ul. Dębowa)",51.0385900000,16.9862840000
3428,71951011,"Ślęza (ul. Dębowa)",51.0384550000,16.9861450000
3429,71951007,"Ślęza (ul. Pszenna - autostrada)",51.0429274300,16.9911233700
3430,71951008,"Ślęza (ul. Pszenna - autostrada)",51.0428572700,16.9912595800
3431,227901,"PSARY",51.1844221500,17.0284019700
3432,21370005,"Psary - Szkoła",51.1867050000,17.0318510000
